CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
08618206005433,2014-2015,08,61820,6005433,Del Norte,Del Norte County Unified,Pine Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,263.0,172.0,0.653992395437262,182.0,0.692015209125475,255.0,167.0,0.654901960784314,176.0,0.690196078431373,1
08618206005441,2014-2015,08,61820,6005441,Del Norte,Del Norte County Unified,Redwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,501.0,141.0,0.281437125748503,196.0,0.391217564870259,499.0,141.0,0.282565130260521,196.0,0.392785571142285,1
08618206005458,2014-2015,08,61820,6005458,Del Norte,Del Norte County Unified,Smith River Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,248.0,177.0,0.713709677419355,190.0,0.766129032258065,245.0,176.0,0.718367346938775,189.0,0.771428571428571,1
08618206113013,2014-2015,08,61820,6113013,Del Norte,Del Norte County Unified,Mary Peacock Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,341.0,144.0,0.422287390029326,175.0,0.513196480938416,331.0,140.0,0.422960725075529,170.0,0.513595166163142,1
09100900106047,2014-2015,09,10090,0106047,El Dorado,El Dorado County Office of Education,Blue Ridge,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,K,12,6.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1
09100900123521,2014-2015,09,10090,0123521,El Dorado,El Dorado County Office of Education,Charter Alternative Program (CAP),County Office of Education (COE),County Community,County Community School,,1,0360,Locally funded,0,K,8,156.0,21.0,0.134615384615385,25.0,0.16025641025641,156.0,21.0,0.134615384615385,25.0,0.16025641025641,1
09100900930016,2014-2015,09,10090,0930016,El Dorado,El Dorado County Office of Education,Golden Ridge,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,K,12,8.0,8.0,1.0,8.0,1.0,8.0,8.0,1.0,8.0,1.0,1
09100900930123,2014-2015,09,10090,0930123,El Dorado,El Dorado County Office of Education,Charter Community School Home Study Academy,County Office of Education (COE),County Community,County Community School,,1,0005,Locally funded,0,K,12,497.0,139.0,0.279678068410463,159.0,0.319919517102616,477.0,133.0,0.278825995807128,153.0,0.320754716981132,1
09100906069470,2014-2015,09,10090,6069470,El Dorado,El Dorado County Office of Education,Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,P,Adult,159.0,30.0,0.188679245283019,32.0,0.20125786163522,114.0,28.0,0.245614035087719,29.0,0.254385964912281,1
09618380100024,2014-2015,09,61838,0100024,El Dorado,Buckeye Union Elementary,Oak Meadow Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,760.0,46.0,0.0605263157894737,58.0,0.0763157894736842,749.0,46.0,0.061415220293725,58.0,0.0774365821094793,1
09618380107227,2014-2015,09,61838,0107227,El Dorado,Buckeye Union Elementary,Charter Montessori Blue Oak Campus,Elementary School District,Elementary Schools (Public),Traditional,,1,0665,Locally funded,0,K,5,277.0,33.0,0.11913357400722,48.0,0.173285198555957,277.0,33.0,0.11913357400722,48.0,0.173285198555957,1
09618380111724,2014-2015,09,61838,0111724,El Dorado,Buckeye Union Elementary,California Montessori Project-Shingle Springs Campus,Elementary School District,Elementary Schools (Public),Traditional,,1,0774,Directly funded,1,K,8,372.0,25.0,0.0672043010752688,39.0,0.104838709677419,372.0,25.0,0.0672043010752688,39.0,0.104838709677419,1
09618380129965,2014-2015,09,61838,0129965,El Dorado,Buckeye Union Elementary,Rising Sun Montessori,Elementary School District,Elementary Schools (Public),Traditional,,1,1655,Directly funded,1,1,8,77.0,1.0,0.012987012987013,4.0,0.051948051948052,77.0,1.0,0.012987012987013,4.0,0.051948051948052,1
09618460123125,2014-2015,09,61846,0123125,El Dorado,Camino Union Elementary,Camino Science and Natural Resources Charter,Elementary School District,Elementary Schools (Public),Traditional,,1,1150,Directly funded,0,K,8,106.0,19.0,0.179245283018868,26.0,0.245283018867925,105.0,19.0,0.180952380952381,26.0,0.247619047619048,1
09618466005482,2014-2015,09,61846,6005482,El Dorado,Camino Union Elementary,Camino Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,8,423.0,196.0,0.463356973995272,221.0,0.522458628841608,417.0,192.0,0.460431654676259,217.0,0.520383693045564,1
09618530930214,2014-2015,09,61853,0930214,El Dorado,El Dorado Union High,EDUHSD Virtual Academy at Shenandoah,High School District,High Schools (Public),Traditional,,1,0366,Locally funded,0,9,12,101.0,13.0,0.128712871287129,16.0,0.158415841584158,96.0,12.0,0.125,15.0,0.15625,1
09618796005508,2014-2015,09,61879,6005508,El Dorado,Gold Oak Union Elementary,Gold Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,311.0,115.0,0.369774919614148,136.0,0.437299035369775,305.0,111.0,0.363934426229508,132.0,0.432786885245902,1
09618876005516,2014-2015,09,61887,6005516,El Dorado,Gold Trail Union Elementary,Gold Trail,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,4,8,355.0,90.0,0.253521126760563,116.0,0.326760563380282,355.0,90.0,0.253521126760563,116.0,0.326760563380282,1
09618876110167,2014-2015,09,61887,6110167,El Dorado,Gold Trail Union Elementary,Sutters Mill,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,3,282.0,61.0,0.216312056737589,73.0,0.25886524822695,270.0,59.0,0.218518518518519,70.0,0.259259259259259,1
09618956005524,2014-2015,09,61895,6005524,El Dorado,Indian Diggings Elementary,Indian Diggings Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,17.0,3.0,0.176470588235294,3.0,0.176470588235294,17.0,3.0,0.176470588235294,3.0,0.176470588235294,1
09619030110155,2014-2015,09,61903,0110155,El Dorado,Lake Tahoe Unified,Lake Tahoe Environmental Science Magnet,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,397.0,69.0,0.173803526448363,85.0,0.214105793450882,397.0,69.0,0.173803526448363,85.0,0.214105793450882,1
09619116005581,2014-2015,09,61911,6005581,El Dorado,Latrobe,Latrobe Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,3,47.0,5.0,0.106382978723404,5.0,0.106382978723404,46.0,5.0,0.108695652173913,5.0,0.108695652173913,1
09619116103857,2014-2015,09,61911,6103857,El Dorado,Latrobe,Miller's Hill,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,4,8,76.0,1.0,0.0131578947368421,1.0,0.0131578947368421,76.0,1.0,0.0131578947368421,1.0,0.0131578947368421,1
09619296005615,2014-2015,09,61929,6005615,El Dorado,Mother Lode Union Elementary,Herbert C. Green Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,5,8,474.0,195.0,0.411392405063291,239.0,0.5042194092827,474.0,195.0,0.411392405063291,239.0,0.5042194092827,1
09619296106678,2014-2015,09,61929,6106678,El Dorado,Mother Lode Union Elementary,Indian Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,4,610.0,288.0,0.472131147540984,365.0,0.598360655737705,604.0,284.0,0.470198675496689,360.0,0.596026490066225,1
09619526005649,2014-2015,09,61952,6005649,El Dorado,Placerville Union Elementary,Edwin Markham Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,352.0,167.0,0.474431818181818,206.0,0.585227272727273,352.0,167.0,0.474431818181818,206.0,0.585227272727273,1
09619526005656,2014-2015,09,61952,6005656,El Dorado,Placerville Union Elementary,Louisiana Schnell Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,440.0,252.0,0.572727272727273,295.0,0.670454545454545,436.0,249.0,0.571100917431193,292.0,0.669724770642202,1
09619526005664,2014-2015,09,61952,6005664,El Dorado,Placerville Union Elementary,Sierra Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,455.0,156.0,0.342857142857143,193.0,0.424175824175824,443.0,151.0,0.340857787810384,186.0,0.419864559819413,1
09619780101519,2014-2015,09,61978,0101519,El Dorado,Rescue Union Elementary,Pleasant Grove Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,583.0,92.0,0.157804459691252,110.0,0.188679245283019,583.0,92.0,0.157804459691252,110.0,0.188679245283019,1
09619780108258,2014-2015,09,61978,0108258,El Dorado,Rescue Union Elementary,Lakeview Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,549.0,17.0,0.0309653916211293,23.0,0.0418943533697632,537.0,17.0,0.031657355679702,23.0,0.042830540037244,1
09619786005706,2014-2015,09,61978,6005706,El Dorado,Rescue Union Elementary,Jackson Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,420.0,32.0,0.0761904761904762,40.0,0.0952380952380952,407.0,32.0,0.0786240786240786,40.0,0.0982800982800983,1
09619786005714,2014-2015,09,61978,6005714,El Dorado,Rescue Union Elementary,Rescue Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,398.0,92.0,0.231155778894472,103.0,0.258793969849246,395.0,91.0,0.230379746835443,102.0,0.258227848101266,1
09619786098693,2014-2015,09,61978,6098693,El Dorado,Rescue Union Elementary,Green Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,511.0,104.0,0.203522504892368,138.0,0.270058708414873,504.0,100.0,0.198412698412698,134.0,0.265873015873016,1
09619786103527,2014-2015,09,61978,6103527,El Dorado,Rescue Union Elementary,Marina Village Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,807.0,36.0,0.0446096654275093,45.0,0.0557620817843866,807.0,36.0,0.0446096654275093,45.0,0.0557620817843866,1
09619786109441,2014-2015,09,61978,6109441,El Dorado,Rescue Union Elementary,Lake Forest Elementary,Elementary School District,Elementary Schools (Public),Traditional,,0,,,0,K,5,430.0,24.0,0.0558139534883721,31.0,0.072093023255814,422.0,24.0,0.0568720379146919,31.0,0.0734597156398104,1
09737830121566,2014-2015,09,73783,0121566,El Dorado,Black Oak Mine Unified,American River Charter,Unified School District,K-12 Schools (Public),Traditional,,1,1176,Locally funded,0,K,12,211.0,77.0,0.364928909952607,86.0,0.407582938388626,204.0,74.0,0.362745098039216,83.0,0.406862745098039,1
09737830930073,2014-2015,09,73783,0930073,El Dorado,Black Oak Mine Unified,Golden Sierra Junior Senior High,Unified School District,High Schools (Public),Traditional,,0,,,0,7,12,518.0,200.0,0.386100386100386,241.0,0.465250965250965,500.0,191.0,0.382,231.0,0.462,1
09737830930099,2014-2015,09,73783,0930099,El Dorado,Black Oak Mine Unified,Divide High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,16.0,11.0,0.6875,12.0,0.75,15.0,11.0,0.733333333333333,11.0,0.733333333333333,1
09737836005490,2014-2015,09,73783,6005490,El Dorado,Black Oak Mine Unified,Georgetown Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,221.0,124.0,0.561085972850679,136.0,0.615384615384615,221.0,124.0,0.561085972850679,136.0,0.615384615384615,1
09737836005623,2014-2015,09,73783,6005623,El Dorado,Black Oak Mine Unified,Northside Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,323.0,111.0,0.343653250773994,125.0,0.386996904024768,318.0,109.0,0.342767295597484,123.0,0.386792452830189,1
09737836110498,2014-2015,09,73783,6110498,El Dorado,Black Oak Mine Unified,Otter Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,0,,,0,K,5,19.0,19.0,1.0,19.0,1.0,19.0,19.0,1.0,19.0,1.0,1
10101080109991,2014-2015,10,10108,0109991,Fresno,Fresno County Office of Education,Crescent View West Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,1,0746,Directly funded,1,K,12,459.0,364.0,0.793028322440087,401.0,0.873638344226579,267.0,216.0,0.808988764044944,239.0,0.895131086142322,1
10101080111682,2014-2015,10,10108,0111682,Fresno,Fresno County Office of Education,Hume Lake Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,1,0787,Directly funded,1,K,12,70.0,21.0,0.3,43.0,0.614285714285714,68.0,19.0,0.279411764705882,41.0,0.602941176470588,1
10101080119628,2014-2015,10,10108,0119628,Fresno,Fresno County Office of Education,Big Picture High School - Fresno,County Office of Education (COE),High Schools (Public),Traditional,,1,1085,Directly funded,1,7,12,124.0,79.0,0.637096774193548,80.0,0.645161290322581,112.0,75.0,0.669642857142857,76.0,0.678571428571429,1
10101080125260,2014-2015,10,10108,0125260,Fresno,Fresno County Office of Education,New Spirit Charter Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,1,1365,Directly funded,1,K,8,104.0,83.0,0.798076923076923,89.0,0.855769230769231,102.0,81.0,0.794117647058823,87.0,0.852941176470588,1
10101081030337,2014-2015,10,10108,1030337,Fresno,Fresno County Office of Education,Fresno County Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,0,,,0,K,12,311.0,311.0,1.0,311.0,1.0,288.0,288.0,1.0,288.0,1.0,1
10101081030899,2014-2015,10,10108,1030899,Fresno,Fresno County Office of Education,Violet Heintz Education Academy,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,84.0,72.0,0.857142857142857,77.0,0.916666666666667,82.0,70.0,0.853658536585366,75.0,0.914634146341463,1
10101081030923,2014-2015,10,10108,1030923,Fresno,Fresno County Office of Education,Kermit Koontz Education Complex,County Office of Education (COE),County Community,County Community School,,0,,,0,7,12,121.0,100.0,0.826446280991736,107.0,0.884297520661157,120.0,99.0,0.825,106.0,0.883333333333333,1
10101086069488,2014-2015,10,10108,6069488,Fresno,Fresno County Office of Education,Fresno County Special Education Local Plan,County Office of Education (COE),Special Education Schools (Public),Special Education School,,0,,,0,K,12,564.0,448.0,0.794326241134752,465.0,0.824468085106383,339.0,271.0,0.799410029498525,282.0,0.831858407079646,1
10101086085112,2014-2015,10,10108,6085112,Fresno,Fresno County Office of Education,Edison-Bethune Charter Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,Provision 2,1,0195,Directly funded,1,K,6,551.0,461.0,0.836660617059891,507.0,0.920145190562613,541.0,454.0,0.839186691312384,498.0,0.920517560073937,1
10620266005763,2014-2015,10,62026,6005763,Fresno,Big Creek Elementary,Big Creek Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,51.0,16.0,0.313725490196078,20.0,0.392156862745098,51.0,16.0,0.313725490196078,20.0,0.392156862745098,1
10620426005797,2014-2015,10,62042,6005797,Fresno,Burrel Union Elementary,Burrel Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,0,,,0,K,8,121.0,82.0,0.677685950413223,113.0,0.933884297520661,120.0,81.0,0.675,112.0,0.933333333333333,1
10621170118018,2014-2015,10,62117,0118018,Fresno,Clovis Unified,Clovis Online Charter,Unified School District,High Schools (Public),Traditional,,1,1006,Locally funded,0,7,12,316.0,73.0,0.231012658227848,80.0,0.253164556962025,297.0,70.0,0.235690235690236,76.0,0.255892255892256,1
10621170123869,2014-2015,10,62117,0123869,Fresno,Clovis Unified,Roger S. Oraze Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,6,788.0,267.0,0.338832487309645,355.0,0.450507614213198,774.0,265.0,0.342377260981912,353.0,0.456072351421189,1
10621251030113,2014-2015,10,62125,1030113,Fresno,Coalinga-Huron Unified,Cambridge High,Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,54.0,42.0,0.777777777777778,44.0,0.814814814814815,48.0,37.0,0.770833333333333,39.0,0.8125,1
10621251030477,2014-2015,10,62125,1030477,Fresno,Coalinga-Huron Unified,Chesnut High (Continuation),Unified School District,Continuation High Schools,Continuation School,,0,,,0,9,12,19.0,6.0,0.315789473684211,6.0,0.315789473684211,18.0,6.0,0.333333333333333,6.0,0.333333333333333,1
10621251030873,2014-2015,10,62125,1030873,Fresno,Coalinga-Huron Unified,Miles W. Culwell Community Day,Unified School District,District Community Day Schools,Community Day School,,0,,,0,7,12,6.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1
10621251031376,2014-2015,10,62125,1031376,Fresno,Coalinga-Huron Unified,Coalinga High,Unified School District,High Schools (Public),Traditional,,0,,,0,9,12,1194.0,675.0,0.565326633165829,763.0,0.639028475711893,1147.0,644.0,0.561464690496949,727.0,0.63382737576286,1
10621256005961,2014-2015,10,62125,6005961,Fresno,Coalinga-Huron Unified,Huron Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,0,,,0,K,5,854.0,732.0,0.857142857142857,776.0,0.908665105386417,835.0,722.0,0.864670658682635,766.0,0.917365269461078,1
10621256005979,2014-2015,10,62125,6005979,Fresno,Coalinga-Huron Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,4,5,422.0,252.0,0.597156398104265,294.0,0.696682464454976,422.0,252.0,0.597156398104265,294.0,0.696682464454976,1
10621256057269,2014-2015,10,62125,6057269,Fresno,Coalinga-Huron Unified,Coalinga Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,0,,,0,6,8,604.0,369.0,0.610927152317881,432.0,0.71523178807947,604.0,369.0,0.610927152317881,432.0,0.71523178807947,1
10621256110209,2014-2015,10,62125,6110209,Fresno,Coalinga-Huron Unified,Henry F. Bishop Elementary,Unified School District,Elementary Schools (Public),Traditional,,0,,,0,K,1,344.0,229.0,0.665697674418605,258.0,0.75,344.0,229.0,0.665697674418605,258.0,0.75,1
