CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
04615150434803,0629130,04495,Active,Butte,Oroville Union High,Las Plumas High,2380 Las Plumas Avenue,2380 Las Plumas Ave.,Oroville,95966-7305,CA,2380 Las Plumas Avenue,2380 Las Plumas Ave.,Oroville,95966-7305,CA,(530) 538-2310,,http://lphs.ouhsd.org,1980-07-01,,0,,,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,39.480408,-121.541,Dan,Ramos,dramos@ouhsd.org,,,,,,,2015-06-18
04615150435602,0629130,04496,Active,Butte,Oroville Union High,Oroville High,1535 Bridge Street,1535 Bridge St.,Oroville,95966-5060,CA,1535 Bridge Street,1535 Bridge St.,Oroville,95966-5060,CA,(530) 538-2320,,http://ohs.ouhsd.org,1980-07-01,,0,,,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,39.514321,-121.54591,Douglas,Williams,dougwilliams@ouhsd.org,,,,,,,2015-12-17
04615150437566,0629130,04497,Active,Butte,Oroville Union High,Prospect High (Continuation),2060 Second Street,2060 Second St.,Oroville,95965-3497,CA,2060 Second Street,2060 Second St.,Oroville,95965-3497,CA,(530) 538-2330,,http://phs.ouhsd.org,1980-07-01,,0,,,56,High School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,0,39.521372,-121.5696,Dennis,Spasbo,dspasbo@ouhsd.org,,,,,,,2015-12-18
04615230110510,0629540,11570,Active,Butte,Palermo Union Elementary,Golden Hills Elementary,2400 Via Canela,2400 Via Canela,Oroville,95966-7200,CA,2400 Via Canela,2400 Via Canela,Oroville,95966-7200,CA,(530) 532-6000,,http://goldenhills.palermoschools.org/,2006-08-14,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,4-5,4-5,N,0,39.4735,-121.5343,Carol,Brown,cabrown@palermoschools.org,,,,,,,2015-06-18
04615236003289,0629540,04556,Active,Butte,Palermo Union Elementary,Helen M. Wilcox Elementary,5737 Autrey Lane,5737 Autrey Ln.,Oroville,95966-7278,CA,5737 Autrey Lane,5737 Autrey Ln.,Oroville,95966-7278,CA,(530) 533-7626,,http://wilcox.palermoschools.org/,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,39.475394,-121.53582,Heather,Scott,hscott@palermoschools.org,,,,,,,2015-06-18
04615236003297,0629540,04558,Active,Butte,Palermo Union Elementary,Palermo,7350 Bulldog Way,7350 Bulldog Way,Palermo,95968-9700,CA,7350 Bulldog Way,7350 Bulldog Way,Palermo,95968-9700,CA,(530) 533-4708,,http://palermomiddle.palermoschools.org/,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,39.435873,-121.54612,Kathleen,Andoe,kandoe@palermoschools.org,,,,,,,2015-06-18
04615310110338,0629820,11571,Active,Butte,Paradise Unified,Achieve Charter School of Paradise Inc.,771 Elliott Rd,771 Elliott Rd,Paradise,95969-3913,CA,771 Elliott Rd,771 Elliott Rd,Paradise,95969-3913,CA,(530) 872-4100,,www.achievecharter.org,2005-09-12,,1,0751,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.760323,-121.62078,Casey,Taylor,ctaylor@achievecharter.org,,,,,,,2016-09-01
04615310118257,0629820,12238,Active,Butte,Paradise Unified,Honey Run Academy Elementary,622 Pearson Road,622 Pearson Rd.,Paradise,95969-5133,CA,622 Pearson Road,622 Pearson Rd.,Paradise,95969-5133,CA,(530) 872-6461,,www.honeyrun.pusdk12.org/,2008-08-12,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,4-6,5,N,0,39.752247,-121.60983,Dena,Kapsalis,dkapsalis@pusdk12.org,,,,,,,2015-06-18
04615310121715,0629820,12676,Active,Butte,Paradise Unified,Paradise eLearning Charter Academy,5911 Maxwell Drive,5911 Maxwell Dr.,Paradise,95969-4023,CA,6696 Clark Road,6696 Clark Rd.,Paradise,95969-2861,CA,(530) 872-6425,3104,http://paradisecharterschool.org,2010-08-16,,1,1189,Locally funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,39.761658,-121.61238,Kathleen,Blacklock,kblacklock@pusdk12.org,,,,,,,2016-03-15
04615310430108,0629820,08451,Active,Butte,Paradise Unified,Honey Run Academy Secondary,622 Pearson Rd,622 Pearson Rd,Paradise,95969-5133,CA,622 Pearson Rd,622 Pearson Rd,Paradise,95969-5133,CA,(530) 872-6461,,www.honeyrun.pusdk12.org/,1997-01-21,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,7-12,N,0,39.752247,-121.60983,Dena,Kapsalis,dkapsalis@pusdk12.org,,,,,,,2015-06-18
04615310432856,0629820,04642,Active,Butte,Paradise Unified,Ridgeview High (Continuation),13665 Skyway,13665 Skyway,Magalia,95954-0640,CA,PO Box 150,PO Box 150,Magalia,95954-0150,CA,(530) 872-6478,,www.ridgeview.pusdk12.org,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,P,0,39.804837,-121.57962,Michael,Lerch,mlerch@pusdk12.org,,,,,,,2015-06-18
04615310437350,0629820,04640,Active,Butte,Paradise Unified,Paradise Senior High,5911 Maxwell Dr,5911 Maxwell Dr,Paradise,95969-4023,CA,5911 Maxwell Dr,5911 Maxwell Dr,Paradise,95969-4023,CA,(530) 872-6425,3004,www.phs.pusdk12.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,39.761628,-121.6135,John,Christie,jchristie@pusdk12.org,Ryan,Vercruysse,rvercruysse@pusdk12.org,Kelly,Kriss,kkriss@pusdk12.org,2016-03-21
04615316003313,0629820,04638,Active,Butte,Paradise Unified,Paradise Elementary,588 Pearson Rd,588 Pearson Rd,Paradise,95969-5193,CA,588 Pearson Rd,588 Pearson Rd,Paradise,95969-5193,CA,(530) 872-6415,,www.paradiseelem.pusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,39.752234,-121.61124,Deborah,Davis,ddavis@pusdk12.org,,,,,,,2016-07-19
04615316003321,0629820,04639,Active,Butte,Paradise Unified,Paradise Intermediate,5657 Recreation Dr,5657 Recreation Dr,Paradise,95969-5194,CA,5657 Recreation Dr,5657 Recreation Dr,Paradise,95969-5194,CA,(530) 872-6465,,www.paradiseintermediate.pusdk12.org,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,P,0,39.750584,-121.61265,Frederick,Light,rlight@pusdk12.org,Jessica,Capen,jcapen@pusdk12.org,,,,2015-06-18
04615316003339,0629820,04641,Active,Butte,Paradise Unified,Ponderosa Elementary,6593 Pentz Rd,6593 Pentz Rd,Paradise,95969-3632,CA,6593 Pentz Rd,6593 Pentz Rd,Paradise,95969-3632,CA,(530) 872-6470,,www.ponderosa.pusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,39.775666,-121.57956,Elizabeth,Amis,bamis@pusdk12.org,,,,,,,2016-07-19
04615316105522,0629820,08937,Active,Butte,Paradise Unified,Pine Ridge,13878 Compton Dr,13878 Compton Dr,Magalia,95954-9430,CA,13878 Compton Dr,13878 Compton Dr,Magalia,95954-9430,CA,(530) 873-3800,,www.pineridge.pusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.813742,-121.60365,Carrie,Dawes,cdawes@pusdk12.org,Christina,Dunlap,cdunlap@pusdk12.org,,,,2016-07-19
04615316113526,0629820,05712,Active,Butte,Paradise Unified,Cedarwood Elementary,6400 Columbine Rd,6400 Columbine Rd,Magalia,95954-9152,CA,6400 Columbine Rd,6400 Columbine Rd,Magalia,95954-9152,CA,(530) 873-3785,,www.cedarwood.pusdk12.org,1996-08-28,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,39.853672,-121.5978,Laura,Kerns,lkerns@pusdk12.org,,,,,,,2016-07-19
04615316113765,0629820,05717,Active,Butte,Paradise Unified,Children's Community Charter,6830 Pentz Road,6830 Pentz Rd.,Paradise,95969-2902,CA,6830 Pentz Road,6830 Pentz Rd.,Paradise,95969-2902,CA,(530) 877-2227,,www.paradisecccs.org,1996-08-26,,1,0094,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,39.783692,-121.57956,Emily,Mullins,emullins@paradisecccs.org,,,,,,,2015-06-18
04615490101485,0639180,11181,Active,Butte,Thermalito Union Elementary,Pioneer Community Day,2060 Sixth Street,2060 Sixth St.,Oroville,95965-3251,CA,2060 Sixth Street,2060 Sixth St.,Oroville,95965-3251,CA,(530) 532-4437,,www.thermalito.org,2003-08-18,,0,,,52,Elementary School District,69,District Community Day Schools,COMMDAY,Community Day School,ELEM,Elementary,1-6,5,N,0,39.520997,-121.57837,Susan,Bowman,sbowman@thermalito.org,,,,,,,2016-04-13
04615490102327,0639180,10743,Active,Butte,Thermalito Union Elementary,Plumas Avenue Elementary,440 Plumas Avenue,440 Plumas Ave.,Oroville,95965-3219,CA,440 Plumas Avenue,440 Plumas Ave.,Oroville,95965-3219,CA,(530) 538-2930,,www.thermalito.org,2004-08-25,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,39.519752,-121.57484,Stacie,Schuman,sschuman@thermalito.org,,,,,,,2015-06-18
04615496003354,0639180,06544,Active,Butte,Thermalito Union Elementary,Nelson Avenue Middle,2255 Sixth Street,2255 Sixth St.,Oroville,95965-3260,CA,2255 Sixth Street,2255 Sixth St.,Oroville,95965-3260,CA,(530) 538-2940,,www.thermalito.org,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,39.525207,-121.57871,Rochelle,Simmons,rsimmons@thermalito.org,,,,,,,2015-06-18
04615496121016,0639180,10470,Active,Butte,Thermalito Union Elementary,Heritage Community Day,2080 Sixth Street,2080 Sixth St.,Oroville,95965-3251,CA,2060 Sixth Street,2060 Sixth St.,Oroville,95965,CA,(530) 532-4376,,www.thermalito.org,2002-08-01,,0,,,52,Elementary School District,69,District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,4-8,7-8,N,0,39.521517,-121.5783,Susan,Bowman,sbowman@thermalito.org,,,,,,,2015-06-18
04755070430157,0600051,07951,Active,Butte,Gridley Unified,Gridley Unified Community Day (7-12),581 Jackson Street,581 Jackson St.,Gridley,95948-2538,CA,581 Jackson Street,581 Jackson St.,Gridley,95948-2538,CA,(530) 846-4383,,www.gusd.org,1999-02-01,,0,,,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,INTMIDJR,Intermediate/Middle/Junior High,7-12,8,N,0,39.365204,-121.69331,Cindy,Kershaw,ckershaw@gusd.org,,,,,,,2015-06-18
04755070433946,0600051,02015,Active,Butte,Gridley Unified,Esperanza High (Continuation),581 Jackson Street,581 Jackson St.,Gridley,95948-2538,CA,581 Jackson Street,581 Jackson St.,Gridley,95948-2538,CA,(530) 846-4383,,www.gusd.org,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,9-12,N,0,39.3652,-121.69326,Cindy,Kershaw,ckershaw@gusd.org,,,,,,,2016-07-01
04755070433953,0600051,02016,Active,Butte,Gridley Unified,Gridley High,300 East Spruce Street,300 East Spruce St.,Gridley,95948-2235,CA,300 East Spruce Street,300 East Spruce St.,Gridley,95948-2235,CA,(530) 846-4791,221,www.gusd.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,39.367009,-121.6843,Joey,Adame,jadame@gusd.org,Sara,Plummer,splummer@gusd.org,,,,2015-12-17
04755076003156,0600051,02012,Active,Butte,Gridley Unified,McKinley Elementary,1045 Sycamore Street,1045 Sycamore St.,Gridley,95948-3040,CA,1045 Sycamore Street,1045 Sycamore St.,Gridley,95948-3040,CA,(530) 846-5686,,www.gusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-1,K-2,N,0,39.363198,-121.69803,Chris,McIntire,mcintire@gusd.org,,,,,,,2016-07-01
04755076003164,0600051,02013,Active,Butte,Gridley Unified,Sycamore Middle,1125 Sycamore Street,1125 Sycamore St.,Gridley,95948-2949,CA,1125 Sycamore Street,1125 Sycamore St.,Gridley,95948-2949,CA,(530) 846-3636,,www.gusd.org,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,39.363082,-121.69863,Clint,Johnson,cjohnson@gusd.org,Cynthia,Soares,csoares@gusd.org,,,,2016-07-01
04755076003172,0600051,02014,Active,Butte,Gridley Unified,Wilson Elementary,409 Magnolia Street,409 Magnolia St.,Gridley,95948-2533,CA,409 Magnolia Street,409 Magnolia St.,Gridley,95948-2533,CA,(530) 846-3675,,www.gusd.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,2-5,2-5,N,0,39.363168,-121.69143,Tracey,Allen,tallen@gusd.org,,,,,,,2016-07-01
05100580530048,0691003,09215,Active,Calaveras,Calaveras County Office of Education,Calaveras River Academy,150 Old Oak Road,150 Old Oak Rd.,San Andreas,95249,CA,PO Box 249,PO Box 249,San Andreas,95249,CA,(209) 754-1996,,www.ccoe.k12.ca.us,2001-07-31,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,6-12,7-12,P,0,38.188474,-120.69093,Mike,Nagano,mnagano@ccoe.k12.ca.us,,,,,,,2015-06-18
05100580530154,0691003,08686,Active,Calaveras,Calaveras County Office of Education,Mountain Oaks,150 Old Oak Road,150 Old Oak Rd.,San Andreas,95249,CA,PO Box 1209,PO Box 1209,San Andreas,95249,CA,(888) 686-6257,,www.mountainoaks.org,2001-07-01,,1,0527,Locally funded,00,County Office of Education (COE),65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,0,38.188474,-120.69093,Anne,Colman,acolman@ccoe.k12.ca.us,,,,,,,2015-06-18
05100586077150,0691003,10746,Active,Calaveras,Calaveras County Office of Education,Calaveras County Special Education (SELPA),185 South Main Street,185 South Main St.,Angels Camp,95221,CA,PO Box 760,PO Box 760,Angels Camp,95221,CA,(209) 736-6020,,www.ccoe.k12.ca.us,1980-07-01,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,P-Adult,3-12,N,0,38.078894,-120.55324,Janine,Schumann,jschumann@ccoe.k12.ca.us,,,,,,,2016-09-20
05100589010745,0691003,11572,Active,Calaveras,Calaveras County Office of Education,Oakendell Community,3585 Hawver Road,3585 Hawver Rd.,San Andreas,95249,CA,PO Box 249,PO Box 249,San Andreas,95249,CA,(209) 754-1961,,www.ccoe.k12.ca.us,1980-07-01,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,HS,High School,6-12,8-12,P,0,38.231633,-120.65513,Mike,Nagano,mnagano@ccoe.k12.ca.us,,,,,,,2016-07-01
05615560530014,0605940,00538,Active,Calaveras,Bret Harte Union High,Vallecito Continuation High,364 Murphys Grade Rd,364 Murphys Grade Rd,Altaville,95221,CA,PO Box 208,PO Box 208,Angels Camp,95221,CA,(209) 736-2507,,http://vhs-bhuhsd-ca.schoolloop.com/,1980-07-01,,0,,,56,High School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,0,38.07942,-120.55214,Kylee,Luchetti,kluchetti@bhuhsd.k12.ca.us,,,,,,,2016-09-29
05615560530121,0605940,06991,Active,Calaveras,Bret Harte Union High,John Vierra High,364 Murphys Grade Rd,364 Murphys Grade Rd,Angels Camp,95221,CA,PO Box 208,PO Box 208,Angels Camp,95221,CA,(209) 736-2507,,http://jvhs-bhuhsd-ca.schoolloop.com/,1997-08-21,,0,,,56,High School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-12,9-12,N,0,38.07942,-120.55214,Kylee,Luchetti,kluchetti@bhuhsd.k12.ca.us,,,,,,,2016-09-29
05615560532507,0605940,00537,Active,Calaveras,Bret Harte Union High,Bret Harte Union High,364 Murphys Grade Road,364 Murphys Grade Rd.,Angels Camp,95221-0208,CA,PO Box 208,PO Box 208,Altaville,95221-0208,CA,(209) 736-2507,,http://bhhs-bhuhsd-ca.schoolloop.com/,1980-07-01,,0,,,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,38.081079,-120.55182,Kylee,Luchetti,kluchetti@bhuhsd.k12.ca.us,,,,,,,2016-09-29
06615980631259,0609570,00966,Active,Colusa,Colusa Unified,Colusa High,901 Colus Avenue,901 Colus Ave.,Colusa,95932-3024,CA,901 Colus Avenue,901 Colus Ave.,Colusa,95932-3024,CA,(530) 458-2156,,www.colusahigh-colusausd-ca.schoolloop.com/,1965-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,39.2008,-122.0207,Darren,Brown,dbrown@colusa.k12.ca.us,Rebecca,Changus,rchangus@colusa.k12.ca.us,,,,2015-10-14
06615986003495,0609570,00968,Active,Colusa,Colusa Unified,James M. Burchfield Primary,400 Fremont Street,400 Fremont St.,Colusa,95932-2630,CA,400 Fremont Street,400 Fremont St.,Colusa,95932-2630,CA,(530) 458-5853,,www.burchfield-colusausd-ca.schoolloop.com/,1955-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,39.207522,-122.00907,Clair,Toth,ctoth@colusa.k12.ca.us,,,,,,,2015-10-14
06615986057152,0609570,00967,Active,Colusa,Colusa Unified,George T. Egling Middle,813 Webster Street,813 Webster St.,Colusa,95932-2355,CA,813 Webster Street,813 Webster St.,Colusa,95932-2355,CA,(530) 458-7631,,www.egling-colusausd-ca.schoolloop.com/,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,4-8,4-8,N,0,39.210483,-122.01397,Jody,Johnston,jjohnston@colusa.k12.ca.us,Erika,Lemenager,elemenager@colusa.k12.ca.us,,,,2015-10-14
06616060634758,0624150,03642,Active,Colusa,Maxwell Unified,Maxwell Sr High,515 Oak Street,515 Oak St.,Maxwell,95955-0788,CA,PO Box 788,PO Box 788,Maxwell,95955-0788,CA,(530) 438-2291,12155,http://maxwell.k12.ca.us,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,39.2762,-122.20354,Zach,Thurman,zthurman@maxwell.k12.ca.us,,,,,,,2016-09-02
06616220118729,0642540,12298,Active,Colusa,Williams Unified,Williams Upper Elementary,300 Eleventh Street,300 Eleventh St.,Williams,95987,CA,PO Box 7,PO Box 7,Williams,95987,CA,(530) 473-5304,,www.williamsusd.net,2008-08-06,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,4-6,4-6,N,0,39.154905,-122.15627,Denise,Conrado,dconrado@williams.k12.ca.us,,,,,,,2015-07-22
06616220637504,0642540,06964,Active,Colusa,Williams Unified,Williams Junior/Senior High,222 11th Street,222 11th St.,Williams,95987,CA,PO Box 7,PO Box 7,Williams,95987-0007,CA,(530) 473-5369,,www.williamsusd.net,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,P,0,39.155251,-122.1566,Nicholas,Richter,nrichter@williams.k12.ca.us,Rosa,Villasenor,rvillasenor@williams.k12.ca.us,,,,2015-06-18
06616226003552,0642540,06963,Active,Colusa,Williams Unified,Williams Primary Elementary,1404 E Street,1404 E St.,Williams,95987-0007,CA,PO Box 7,PO Box 7,Williams,95987-0007,CA,(530) 473-2885,,www.williamsusd.net,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,39.15253,-122.15959,Melissa,Willes,mwilles@williams.k12.ca.us,,,,,,,2015-07-22
07100740107326,0691005,10748,Active,Contra Costa,Contra Costa County Office of Education,Far East County Programs,850 Second Street,850 Second St.,Brentwood,94513-1132,CA,850 Second Street,850 Second St.,Brentwood,94513-1132,CA,(925) 634-0511,,www.cocoschools.org/fareastcounty,2004-08-02,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,6-12,N,0,37.934897,-121.6951,Launi,Holland,lholland@cccoe.k12.ca.us,,,,,,,2015-06-18
07100740107334,0691005,10749,Active,Contra Costa,Contra Costa County Office of Education,Central County Special Education Programs,2964 Miranda Avenue,2964 Miranda Ave.,Alamo,94507-1614,CA,2964 Miranda Avenue,2964 Miranda Ave.,Alamo,94507-1614,CA,(925) 837-6007,,www.cocoschools.org/mauzy,2004-08-31,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,K-11,N,0,37.857903,-122.0199,Tom,Scruggs,tscruggs@cccoe.k12.ca.us,,,,,,,2015-06-18
07100740107342,0691005,10750,Active,Contra Costa,Contra Costa County Office of Education,East County Elementary Special Education,4207 Delta Fair Boulevard,4207 Delta Fair Blvd.,Antioch,94509-3944,CA,4207 Delta Fair Boulevard,4207 Delta Fair Blvd.,Antioch,94509-3944,CA,(925) 777-2000,,www.cocoschools.org,2004-07-30,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEM,Elementary,K-12,K-8,N,0,38.003797,-121.85055,Tom,Scruggs,tscruggs@cccoe.k12.ca.us,,,,,,,2015-06-18
